epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,210.116,0.41716,0.68418,0.886,0.95478,0.9881,0.99348,0.86258,0.59117,0.61624,0.95127,0.00104501,0.00104501,0.00104501
20,218.341,0.39327,0.64665,0.87726,0.98474,0.98663,0.99348,0.86762,0.58018,0.61681,0.94575,0.00104134,0.00104134,0.00104134
21,226.621,0.36658,0.60151,0.86594,0.97637,0.9881,0.99403,0.86183,0.5748,0.58263,0.92517,0.00103767,0.00103767,0.00103767
22,234.497,0.37256,0.58491,0.86029,0.9829,0.9881,0.99278,0.82038,0.66098,0.60517,0.95357,0.00103401,0.00103401,0.00103401
23,242.596,0.3531,0.56095,0.85219,0.98735,0.9881,0.99348,0.87312,0.54802,0.52365,0.91826,0.00103034,0.00103034,0.00103034
24,251.657,0.33472,0.53689,0.8471,0.9913,0.9881,0.993,0.86972,0.61251,0.58307,0.92242,0.00102668,0.00102668,0.00102668
25,260.182,0.31083,0.50555,0.83579,0.99026,0.9881,0.99257,0.8707,0.56555,0.53827,0.91459,0.00102301,0.00102301,0.00102301
26,268.798,0.29792,0.49193,0.83007,0.98966,0.9881,0.99324,0.84069,0.62883,0.62557,0.94228,0.00101934,0.00101934,0.00101934
27,277.09,0.29631,0.4781,0.82925,0.98202,0.9868,0.99403,0.85555,0.58821,0.56086,0.921,0.00101568,0.00101568,0.00101568
28,285.318,0.31524,0.47903,0.83113,0.98352,0.9881,0.99403,0.82542,0.65767,0.62518,0.94931,0.00101201,0.00101201,0.00101201
29,296.425,0.28944,0.45118,0.82438,0.98971,0.9881,0.99466,0.86883,0.57851,0.59856,0.92565,0.00100834,0.00100834,0.00100834
30,309.298,0.32327,0.45366,0.83263,0.98286,0.99219,0.995,0.89165,0.54161,0.52704,0.90622,0.00100468,0.00100468,0.00100468
31,323.047,0.30418,0.44669,0.82462,0.9843,0.98684,0.99403,0.84143,0.64532,0.57302,0.94948,0.00100101,0.00100101,0.00100101
32,334.455,0.29244,0.43227,0.81746,0.98617,0.98791,0.99433,0.87696,0.55669,0.50886,0.9177,0.000997345,0.000997345,0.000997345
33,346.419,0.2686,0.41382,0.81427,0.98495,0.98663,0.99433,0.87579,0.56219,0.50789,0.91148,0.000993678,0.000993678,0.000993678
34,361.04,0.26512,0.4058,0.81346,0.98716,0.98793,0.99433,0.87038,0.54536,0.51667,0.90044,0.000990012,0.000990012,0.000990012
35,370.021,0.25273,0.3937,0.81111,0.98566,0.991,0.995,0.85548,0.57647,0.54255,0.91737,0.000986346,0.000986346,0.000986346
36,382.565,0.24744,0.38422,0.80959,0.98565,0.98804,0.99466,0.81661,0.65158,0.57729,0.94827,0.000982679,0.000982679,0.000982679
37,394.057,0.22969,0.36985,0.80627,0.98575,0.9881,0.99466,0.86878,0.53557,0.50843,0.91142,0.000979013,0.000979013,0.000979013
38,402.922,0.22565,0.36751,0.80484,0.98879,0.9881,0.99466,0.86118,0.57816,0.54862,0.90956,0.000975347,0.000975347,0.000975347
39,412.446,0.22519,0.3611,0.80468,0.98997,0.9881,0.99466,0.85954,0.5992,0.5632,0.91637,0.000971681,0.000971681,0.000971681
40,424.961,0.22034,0.35172,0.80252,0.98603,0.9881,0.99375,0.86419,0.53194,0.52577,0.90842,0.000968014,0.000968014,0.000968014
41,440.689,0.21526,0.34435,0.80154,0.98521,0.9881,0.99433,0.8714,0.52392,0.51315,0.9113,0.000964348,0.000964348,0.000964348
42,450.699,0.20126,0.33022,0.80067,0.98567,0.9881,0.99466,0.87913,0.54746,0.50283,0.90097,0.000960682,0.000960682,0.000960682
43,462.419,0.21054,0.33502,0.79828,0.98731,0.98979,0.995,0.88057,0.55721,0.49628,0.90359,0.000957015,0.000957015,0.000957015
44,473.431,0.19151,0.3198,0.79652,0.98221,0.99041,0.995,0.87954,0.55153,0.50748,0.90781,0.000953349,0.000953349,0.000953349
45,485.254,0.19307,0.31398,0.79449,0.97894,0.99206,0.995,0.8668,0.58423,0.52583,0.92206,0.000949683,0.000949683,0.000949683
46,494.927,0.19111,0.31265,0.79356,0.98048,0.99198,0.995,0.86426,0.60158,0.5588,0.92326,0.000946016,0.000946016,0.000946016
47,507.603,0.17756,0.30372,0.79137,0.97977,0.98343,0.99466,0.87627,0.5671,0.50909,0.90239,0.00094235,0.00094235,0.00094235
48,521.78,0.17665,0.29858,0.79064,0.98766,0.97878,0.99466,0.87249,0.54483,0.50088,0.89817,0.000938684,0.000938684,0.000938684
49,533.048,0.1561,0.2855,0.78807,0.98401,0.9592,0.99299,0.85991,0.57003,0.51943,0.91058,0.000935018,0.000935018,0.000935018
50,542.411,0.15745,0.27881,0.7877,0.98117,0.9847,0.99466,0.83341,0.6578,0.60533,0.93478,0.000931351,0.000931351,0.000931351
51,551.672,0.16837,0.2826,0.78846,0.98673,0.97865,0.99466,0.86751,0.56085,0.55833,0.9187,0.000927685,0.000927685,0.000927685
52,563.789,0.15376,0.27297,0.7873,0.98494,0.98241,0.99466,0.84492,0.61437,0.60774,0.93155,0.000924019,0.000924019,0.000924019
53,580.097,0.14941,0.26788,0.78556,0.98498,0.96245,0.99299,0.86943,0.61794,0.59694,0.92516,0.000920352,0.000920352,0.000920352
54,592.506,0.15377,0.26876,0.78462,0.98646,0.98794,0.99433,0.88927,0.51876,0.51682,0.90187,0.000916686,0.000916686,0.000916686
55,600.944,0.155,0.26853,0.7855,0.98231,0.98337,0.99466,0.83029,0.66924,0.61277,0.93837,0.00091302,0.00091302,0.00091302
56,609.252,0.14779,0.26188,0.7837,0.97891,0.98255,0.99466,0.83455,0.60825,0.53174,0.9225,0.000909353,0.000909353,0.000909353
57,616.993,0.14305,0.25793,0.78339,0.98411,0.96245,0.99299,0.8702,0.53061,0.50267,0.90274,0.000905687,0.000905687,0.000905687
58,625.631,0.13754,0.24957,0.78228,0.98509,0.96245,0.99299,0.86611,0.60872,0.58842,0.92586,0.000902021,0.000902021,0.000902021
59,635.789,0.13184,0.24297,0.78145,0.98364,0.96245,0.99237,0.86706,0.59185,0.56143,0.9221,0.000898355,0.000898355,0.000898355
60,642.851,0.12292,0.23763,0.78082,0.9785,0.96245,0.99267,0.86248,0.60968,0.57449,0.92972,0.000894688,0.000894688,0.000894688
