                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7712,                 3.6698,                 1.8342,                0.43045,                0.27269,                 0.1693,                0.10304,                 1.3951,                 5.9899,                 1.5217,              0.0001125,              0.0001125,              0.0001125
                      2,                  1.305,                 1.7705,                 1.4021,                0.38057,                0.62273,                0.53903,                0.35304,                 1.1348,                 5.9472,                  1.407,             0.00023593,             0.00023593,             0.00023593
                      3,                 1.1444,                 1.1658,                 1.3956,                0.23862,                0.49318,                0.24632,                0.14587,                 1.3409,                 7.0408,                 1.6413,             0.00035771,             0.00035771,             0.00035771
                      4,                 1.2282,                 1.0665,                  1.463,                0.07044,                0.48903,                0.09343,                 0.0731,                    nan,                    nan,                    nan,             0.00047785,             0.00047785,             0.00047785
                      5,                  1.224,                0.96406,                 1.4407,                 0.2277,                0.23237,                0.18963,                0.11486,                    nan,                    nan,                    nan,             0.00059633,             0.00059633,             0.00059633
                      6,                 1.2228,                0.86476,                 1.4255,                0.43092,                 0.1202,                0.10541,                 0.0509,                 3.1597,                    inf,                 6.2236,             0.00071316,             0.00071316,             0.00071316
                      7,                 1.1933,                0.92763,                 1.4102,                0.22933,                0.48152,                0.18502,                0.11724,                 1.6433,                  23.72,                 1.9987,             0.00082834,             0.00082834,             0.00082834
                      8,                 1.1726,                0.94682,                 1.4069,                0.25122,                0.63559,                0.27617,                0.14826,                  1.637,                 11.601,                 2.3567,             0.00094188,             0.00094188,             0.00094188
                      9,                 1.2786,                 1.0069,                 1.4718,                0.25039,                0.42845,                0.26722,                0.11278,                 2.1451,                 8.4053,                 2.4287,              0.0010538,              0.0010538,              0.0010538
                     10,                  1.215,                0.91568,                 1.4174,                0.14963,                0.10317,                0.05466,                0.03286,                 2.8921,                 13.279,                 3.5556,               0.001164,               0.001164,               0.001164
                     11,                 1.2681,                 0.9274,                 1.5298,                 0.1245,                0.24653,                0.10195,                0.07599,                 2.1191,                 11.411,                 3.0304,              0.0011675,              0.0011675,              0.0011675
                     12,                 1.2124,                0.82036,                 1.4278,                 0.2823,                0.31568,                0.20494,                 0.1059,                 1.7892,                 8.7401,                 2.1081,              0.0011593,              0.0011593,              0.0011593
                     13,                 1.1876,                0.80237,                 1.4001,                0.43259,                0.47603,                 0.3726,                0.18693,                 1.5244,                 6.6721,                 1.9704,               0.001151,               0.001151,               0.001151
                     14,                 1.2119,                0.81251,                 1.4453,                0.37101,                0.57946,                0.40056,                0.19316,                 1.6424,                 8.4923,                 2.6744,              0.0011428,              0.0011428,              0.0011428
                     15,                 1.1241,                0.77738,                 1.4065,                0.38339,                0.65533,                0.40812,                0.20551,                  1.581,                 4.5218,                 2.3764,              0.0011345,              0.0011345,              0.0011345
                     16,                 1.1716,                0.78859,                 1.4287,                 0.6352,                 0.2608,                0.26442,                0.17359,                 1.7682,                 2.9339,                 2.2534,              0.0011263,              0.0011263,              0.0011263
                     17,                 1.1693,                0.72877,                 1.4185,                0.53178,                0.54402,                0.53235,                0.32397,                 1.5219,                   1.76,                 1.9477,               0.001118,               0.001118,               0.001118
                     18,                 1.1696,                0.71051,                 1.4001,                0.42372,                0.50635,                0.39997,                0.27187,                 1.4258,                 2.5618,                 1.8291,              0.0011098,              0.0011098,              0.0011098
                     19,                  1.146,                0.70521,                 1.4179,                0.46737,                0.71636,                0.46035,                0.22753,                 1.6916,                 41.227,                 2.0401,              0.0011015,              0.0011015,              0.0011015
                     20,                 1.1137,                0.71009,                 1.4133,                0.42422,                 0.5623,                0.46123,                0.28604,                 1.4065,                 2.6239,                 1.7901,              0.0010933,              0.0010933,              0.0010933
                     21,                 1.0732,                 0.6636,                 1.3397,                0.57598,                0.61576,                0.61708,                0.41333,                 1.2476,                 1.6094,                 1.6394,               0.001085,               0.001085,               0.001085
                     22,                 1.1093,                0.66914,                 1.3584,                0.71685,                0.60798,                0.59719,                0.36455,                 1.3038,                 1.9152,                 1.7029,              0.0010768,              0.0010768,              0.0010768
                     23,                  1.071,                0.63292,                 1.2995,                0.71292,                0.80828,                0.78126,                0.47943,                 1.1799,                 1.3022,                 1.6117,              0.0010685,              0.0010685,              0.0010685
                     24,                 1.1322,                0.68351,                 1.4291,                0.70825,                0.76295,                0.76009,                0.46046,                 1.2905,                0.97369,                 1.7279,              0.0010603,              0.0010603,              0.0010603
                     25,                 1.0495,                0.65778,                 1.3541,                0.65659,                0.75434,                0.75582,                0.48335,                 1.2073,                 1.0542,                  1.647,               0.001052,               0.001052,               0.001052
                     26,                 1.0539,                0.61937,                 1.3068,                0.63451,                0.78352,                0.76045,                0.47218,                 1.2069,                 1.0817,                 1.6743,              0.0010438,              0.0010438,              0.0010438
                     27,                 1.0705,                0.63318,                 1.3556,                0.61322,                 0.6495,                0.65316,                 0.3919,                 1.2776,                 1.2623,                 1.7003,              0.0010355,              0.0010355,              0.0010355
                     28,                 1.0323,                0.60799,                 1.3532,                 0.7729,                 0.7885,                0.80652,                0.51153,                 1.2057,                0.84642,                 1.6155,              0.0010273,              0.0010273,              0.0010273
                     29,                 0.9793,                0.56492,                 1.2483,                0.76376,                0.72002,                0.77033,                0.48826,                 1.3148,                0.89817,                 1.7281,               0.001019,               0.001019,               0.001019
                     30,                 1.0249,                0.56744,                 1.2785,                0.82822,                0.63873,                0.73063,                0.48104,                 1.2849,                 1.1784,                 1.6536,              0.0010107,              0.0010107,              0.0010107
                     31,                 1.0712,                0.60238,                 1.3668,                 0.8438,                0.73062,                0.78765,                0.45363,                 1.4552,                 1.0042,                 1.8371,              0.0010025,              0.0010025,              0.0010025
                     32,                0.98957,                0.57115,                 1.2906,                 0.7286,                0.73718,                0.83061,                0.49045,                 1.2512,                 1.2365,                 1.6409,             0.00099425,             0.00099425,             0.00099425
                     33,                 1.0265,                0.59669,                 1.3501,                0.80431,                0.76498,                0.80326,                0.44708,                 1.3186,                  1.073,                 1.6915,               0.000986,               0.000986,               0.000986
                     34,                 1.0339,                0.57433,                 1.3348,                0.73629,                0.68688,                0.78868,                0.45794,                 1.3109,                 1.2034,                 1.7133,             0.00097775,             0.00097775,             0.00097775
                     35,                 1.0141,                 0.5356,                 1.2994,                0.66685,                0.83866,                0.82106,                0.51769,                 1.2457,                0.98309,                 1.6414,              0.0009695,              0.0009695,              0.0009695
                     36,                 1.0044,                  0.535,                 1.2693,                0.66446,                0.80083,                0.83516,                 0.5345,                 1.2271,                0.84809,                 1.6503,             0.00096125,             0.00096125,             0.00096125
                     37,                 1.0158,                0.57644,                 1.2973,                0.74043,                0.82651,                0.85991,                0.55766,                 1.1761,                0.80535,                 1.5636,               0.000953,               0.000953,               0.000953
                     38,                0.93781,                0.51922,                 1.2301,                0.67213,                0.83052,                0.81155,                0.54089,                 1.1977,                0.77597,                 1.5682,             0.00094475,             0.00094475,             0.00094475
                     39,                0.95807,                0.55989,                 1.2989,                0.73469,                0.85865,                0.84259,                0.54539,                 1.1861,                0.75603,                 1.6065,              0.0009365,              0.0009365,              0.0009365
                     40,                0.95189,                0.54133,                 1.2701,                0.66586,                0.84825,                0.82794,                 0.5438,                 1.1829,                0.90764,                   1.64,             0.00092825,             0.00092825,             0.00092825
                     41,                0.99682,                0.54219,                 1.3103,                0.67491,                0.81325,                0.79342,                0.52439,                 1.2071,                0.87045,                 1.5982,                0.00092,                0.00092,                0.00092
                     42,                0.91576,                0.51594,                 1.2032,                0.76142,                0.86624,                0.78711,                0.49175,                 1.1482,                0.88172,                 1.6032,             0.00091175,             0.00091175,             0.00091175
                     43,                0.94046,                0.53549,                 1.2868,                0.69671,                 0.8398,                 0.7556,                0.49361,                 1.2024,                0.87734,                 1.6707,              0.0009035,              0.0009035,              0.0009035
                     44,                 0.9585,                0.53777,                 1.2539,                0.72739,                0.86948,                0.81175,                0.52095,                 1.1815,                0.83317,                 1.5801,             0.00089525,             0.00089525,             0.00089525
                     45,                0.92355,                0.52704,                 1.2441,                0.76688,                0.86166,                0.85839,                0.53608,                 1.1664,                0.78766,                 1.5781,               0.000887,               0.000887,               0.000887
                     46,                 1.0449,                0.54268,                 1.3069,                0.85175,                0.78087,                0.84654,                 0.5387,                 1.1985,                0.85254,                 1.5908,             0.00087875,             0.00087875,             0.00087875
                     47,                 0.9708,                0.49839,                 1.2376,                0.79283,                0.77399,                  0.883,                0.55099,                 1.2479,                0.84137,                 1.6333,              0.0008705,              0.0008705,              0.0008705
                     48,                0.93939,                0.51639,                 1.2833,                0.85017,                0.76958,                0.85648,                 0.5169,                   1.33,                0.83674,                 1.6831,             0.00086225,             0.00086225,             0.00086225
                     49,                0.90941,                0.49976,                 1.2439,                0.75218,                0.83983,                 0.8092,                0.53584,                 1.1996,                0.79398,                 1.5921,               0.000854,               0.000854,               0.000854
                     50,                0.94393,                0.50894,                  1.251,                 0.7498,                0.75638,                0.79462,                0.53332,                 1.2055,                0.97138,                 1.6539,             0.00084575,             0.00084575,             0.00084575
                     51,                0.90511,                0.50722,                 1.2256,                0.65298,                0.81901,                0.79958,                0.53403,                  1.116,                 0.8366,                 1.5414,              0.0008375,              0.0008375,              0.0008375
                     52,                0.93405,                0.52921,                 1.2444,                0.73877,                0.85702,                0.80467,                0.50972,                 1.1287,                0.83053,                 1.5328,             0.00082925,             0.00082925,             0.00082925
                     53,                0.88197,                0.50385,                 1.2296,                0.78186,                0.82812,                0.79621,                0.49494,                 1.1958,                0.83046,                 1.6094,               0.000821,               0.000821,               0.000821
                     54,                0.87483,                0.47675,                 1.2091,                0.67849,                0.81028,                 0.7905,                 0.5105,                 1.1754,                0.90802,                 1.5533,             0.00081275,             0.00081275,             0.00081275
                     55,                0.85718,                0.46523,                 1.1876,                0.70272,                0.86799,                0.81205,                0.50854,                 1.1971,                0.78605,                 1.5425,              0.0008045,              0.0008045,              0.0008045
                     56,                0.81801,                 0.4489,                 1.1553,                0.79656,                0.85542,                0.86887,                0.56382,                 1.0829,                0.75338,                  1.495,             0.00079625,             0.00079625,             0.00079625
                     57,                0.87062,                0.47593,                 1.2347,                0.70089,                0.80154,                0.82214,                0.54721,                 1.1127,                0.85114,                 1.5395,               0.000788,               0.000788,               0.000788
                     58,                 0.8203,                0.42759,                 1.1781,                0.75515,                0.78592,                0.84115,                  0.541,                 1.1545,                0.82409,                 1.5547,             0.00077975,             0.00077975,             0.00077975
                     59,                0.87367,                0.46752,                 1.2138,                0.81392,                0.78655,                0.86436,                0.56658,                 1.1693,                0.80182,                 1.5656,              0.0007715,              0.0007715,              0.0007715
                     60,                0.88665,                0.45801,                 1.1959,                0.84113,                0.82765,                0.88271,                0.57183,                  1.161,                0.72854,                 1.5375,             0.00076325,             0.00076325,             0.00076325
                     61,                0.80922,                0.43316,                 1.1428,                0.87548,                0.81789,                0.86418,                0.58199,                 1.1524,                 0.6532,                 1.5336,               0.000755,               0.000755,               0.000755
                     62,                0.84395,                0.46707,                 1.1726,                0.76728,                0.80153,                0.82345,                0.55928,                 1.1522,                0.74696,                 1.5584,             0.00074675,             0.00074675,             0.00074675
                     63,                0.86325,                0.49972,                 1.2085,                0.85134,                0.79338,                0.90019,                0.56733,                 1.1703,                0.75057,                  1.591,              0.0007385,              0.0007385,              0.0007385
                     64,                0.89317,                0.46686,                 1.2351,                0.83166,                0.91185,                0.91552,                0.58665,                 1.1747,                 0.6524,                 1.5828,             0.00073025,             0.00073025,             0.00073025
                     65,                0.79382,                0.44078,                 1.1851,                0.80168,                0.90304,                0.89167,                0.57759,                 1.1686,                0.63105,                 1.5632,               0.000722,               0.000722,               0.000722
                     66,                0.83019,                0.43486,                 1.1857,                0.73843,                0.82669,                0.84449,                0.55348,                 1.1842,                0.72529,                 1.5962,             0.00071375,             0.00071375,             0.00071375
                     67,                0.79978,                0.43003,                 1.1517,                0.72617,                0.90343,                0.84756,                0.55883,                 1.1621,                0.70644,                 1.5712,              0.0007055,              0.0007055,              0.0007055
                     68,                0.77994,                0.42274,                 1.1381,                0.79314,                0.90936,                0.87394,                0.56071,                 1.2187,                 0.7059,                 1.6317,             0.00069725,             0.00069725,             0.00069725
                     69,                0.79448,                0.41823,                 1.1561,                0.78557,                0.86111,                0.87163,                0.55036,                 1.1774,                0.77482,                 1.5996,               0.000689,               0.000689,               0.000689
                     70,                0.75953,                 0.4229,                 1.1434,                0.67424,                0.82044,                0.82142,                0.53054,                 1.1896,                 0.9103,                 1.6166,             0.00068075,             0.00068075,             0.00068075
                     71,                0.78666,                0.43521,                 1.1597,                 0.6856,                0.85272,                0.81733,                0.51762,                 1.2334,                0.86524,                 1.6829,              0.0006725,              0.0006725,              0.0006725
                     72,                0.79805,                0.45203,                 1.1403,                0.57014,                0.85687,                 0.7842,                0.51606,                 1.1791,                0.90099,                 1.6326,             0.00066425,             0.00066425,             0.00066425
                     73,                0.74594,                0.40608,                 1.0803,                0.64051,                0.84004,                0.80554,                0.51473,                 1.1704,                0.88832,                 1.6226,               0.000656,               0.000656,               0.000656
                     74,                0.73395,                0.41416,                 1.1201,                0.62091,                0.85965,                0.77337,                0.49771,                 1.1927,                 0.8757,                 1.6423,             0.00064775,             0.00064775,             0.00064775
                     75,                0.74263,                0.39992,                 1.1006,                0.59273,                0.82487,                0.75253,                0.49544,                 1.1852,                0.88131,                 1.6195,              0.0006395,              0.0006395,              0.0006395
                     76,                0.76193,                0.42086,                 1.1335,                0.70894,                0.81201,                0.79589,                0.51676,                 1.1817,                 0.8008,                  1.588,             0.00063125,             0.00063125,             0.00063125
                     77,                  0.759,                0.41462,                 1.1419,                0.74126,                0.81264,                0.78808,                 0.5242,                 1.1597,                 0.8159,                 1.5825,               0.000623,               0.000623,               0.000623
                     78,                0.71198,                0.38102,                 1.0857,                0.83334,                0.85762,                0.85308,                0.56354,                  1.156,                 0.7013,                 1.5597,             0.00061475,             0.00061475,             0.00061475
                     79,                0.70086,                0.38166,                 1.0815,                0.85245,                0.89172,                0.90398,                0.59724,                 1.1341,                 0.6447,                 1.5375,              0.0006065,              0.0006065,              0.0006065
                     80,                0.72629,                0.38511,                 1.0703,                0.85413,                0.87244,                0.87997,                 0.5833,                 1.1362,                 0.6468,                 1.5996,             0.00059825,             0.00059825,             0.00059825
                     81,                0.72676,                0.39191,                 1.0938,                0.76784,                0.87672,                0.87002,                0.57859,                 1.1441,                0.66755,                 1.6181,                0.00059,                0.00059,                0.00059
                     82,                0.72661,                0.39067,                 1.0978,                0.80075,                 0.7675,                0.82522,                0.55185,                 1.1723,                0.70259,                 1.6236,             0.00058175,             0.00058175,             0.00058175
                     83,                0.68211,                0.38044,                 1.0792,                0.71189,                0.86013,                0.84748,                0.54532,                 1.1761,                0.75337,                 1.6213,              0.0005735,              0.0005735,              0.0005735
                     84,                0.71662,                 0.3774,                 1.0762,                0.71898,                0.82153,                0.84551,                0.55073,                 1.1442,                0.80812,                 1.6047,             0.00056525,             0.00056525,             0.00056525
                     85,                0.69689,                 0.3661,                 1.0841,                0.73498,                0.79649,                0.83806,                 0.5501,                 1.1542,                0.83849,                 1.6015,               0.000557,               0.000557,               0.000557
                     86,                0.68543,                0.38655,                 1.0767,                0.82817,                0.81758,                0.90102,                0.57371,                 1.1487,                0.71893,                 1.5828,             0.00054875,             0.00054875,             0.00054875
                     87,                0.70191,                0.36669,                 1.0844,                0.78295,                0.89071,                0.87286,                0.58532,                 1.1069,                  0.673,                 1.5617,              0.0005405,              0.0005405,              0.0005405
                     88,                0.69305,                0.37342,                 1.0779,                0.77227,                0.91667,                0.85834,                0.57177,                 1.1204,                0.68916,                 1.5607,             0.00053225,             0.00053225,             0.00053225
                     89,                0.69071,                0.36934,                 1.0653,                0.77266,                0.91712,                0.87212,                0.57829,                 1.1784,                0.67994,                 1.5896,               0.000524,               0.000524,               0.000524
                     90,                0.67308,                0.38183,                 1.0899,                0.84287,                0.89407,                0.88601,                0.57376,                 1.1334,                0.65923,                 1.5743,             0.00051575,             0.00051575,             0.00051575
                     91,                0.66927,                0.35646,                 1.0459,                0.87901,                0.90267,                 0.9123,                0.59182,                 1.1274,                0.65334,                  1.575,              0.0005075,              0.0005075,              0.0005075
                     92,                 0.7035,                0.37666,                 1.0778,                0.85918,                0.87264,                0.89699,                0.58497,                   1.14,                0.65852,                 1.6062,             0.00049925,             0.00049925,             0.00049925
                     93,                0.63106,                0.34395,                   1.02,                0.83151,                0.87227,                 0.8779,                0.57465,                 1.1496,                0.66744,                 1.6028,               0.000491,               0.000491,               0.000491
                     94,                0.64243,                0.35546,                  1.043,                0.79861,                0.86755,                0.86648,                0.57981,                 1.1634,                0.72601,                 1.6011,             0.00048275,             0.00048275,             0.00048275
                     95,                 0.6605,                0.36748,                 1.0848,                0.79465,                0.85755,                0.86215,                0.57282,                 1.1633,                0.73743,                  1.606,              0.0004745,              0.0004745,              0.0004745
                     96,                0.65481,                0.36056,                 1.0708,                0.79955,                0.89907,                0.86713,                0.57929,                 1.1304,                0.66278,                 1.5656,             0.00046625,             0.00046625,             0.00046625
                     97,                0.65322,                 0.3545,                 1.0322,                0.76619,                 0.9013,                0.86565,                0.57229,                 1.1381,                0.69951,                 1.5855,               0.000458,               0.000458,               0.000458
                     98,                0.62571,                0.34925,                 1.0513,                0.75174,                0.79872,                0.82581,                0.54145,                 1.1569,                0.84633,                 1.6143,             0.00044975,             0.00044975,             0.00044975
                     99,                   0.64,                 0.3387,                 1.0317,                0.74507,                0.77342,                0.80511,                0.53038,                 1.1796,                0.85192,                 1.6303,              0.0004415,              0.0004415,              0.0004415
                    100,                0.64986,                0.34699,                  1.054,                 0.7906,                0.78369,                 0.8389,                0.54497,                 1.1461,                0.82252,                 1.6031,             0.00043325,             0.00043325,             0.00043325
                    101,                0.62999,                0.34165,                 1.0549,                0.77659,                0.83877,                0.84912,                0.55427,                 1.1334,                0.76495,                    1.6,               0.000425,               0.000425,               0.000425
                    102,                0.64078,                0.35009,                 1.0638,                0.76842,                0.83581,                0.83335,                0.56876,                 1.1292,                0.70807,                 1.6102,             0.00041675,             0.00041675,             0.00041675
                    103,                0.61607,                0.33554,                 1.0266,                0.76599,                0.88827,                0.85954,                0.58038,                 1.1405,                0.72064,                 1.6188,              0.0004085,              0.0004085,              0.0004085
                    104,                0.60461,                0.32776,                 1.0219,                0.80047,                 0.8536,                0.86611,                0.57489,                 1.1589,                0.71036,                 1.6296,             0.00040025,             0.00040025,             0.00040025
                    105,                0.60191,                0.32838,                 1.0263,                0.81159,                0.86192,                0.87001,                0.57967,                 1.1405,                0.67869,                 1.6105,               0.000392,               0.000392,               0.000392
                    106,                0.59925,                0.32522,                 1.0158,                0.81847,                0.86933,                 0.8775,                0.57992,                 1.1528,                0.67337,                 1.6462,             0.00038375,             0.00038375,             0.00038375
                    107,                 0.6042,                0.32979,                 1.0023,                0.77047,                0.88654,                0.84583,                0.57277,                 1.1382,                0.67618,                 1.6138,              0.0003755,              0.0003755,              0.0003755
                    108,                0.59801,                0.32097,                0.99315,                0.80217,                0.89147,                0.87735,                0.58778,                 1.1329,                0.66167,                 1.6002,             0.00036725,             0.00036725,             0.00036725
                    109,                0.60627,                0.32969,                 1.0371,                 0.7734,                0.91919,                0.87862,                 0.5862,                 1.1169,                 0.6321,                 1.5954,               0.000359,               0.000359,               0.000359
                    110,                0.58002,                0.33313,                 1.0295,                0.81435,                0.87405,                0.85962,                0.57485,                 1.1205,                0.65656,                 1.6056,             0.00035075,             0.00035075,             0.00035075
                    111,                0.58826,                0.32317,                 1.0339,                0.74488,                 0.8672,                0.84999,                0.57337,                  1.132,                0.71797,                 1.5925,              0.0003425,              0.0003425,              0.0003425
                    112,                0.56123,                0.30594,                0.97607,                0.71699,                0.84571,                0.80447,                0.54609,                 1.1303,                0.76019,                 1.5894,             0.00033425,             0.00033425,             0.00033425
                    113,                0.56859,                0.31568,                 1.0101,                0.72583,                0.84975,                0.81142,                0.55231,                 1.1321,                0.74223,                 1.5862,               0.000326,               0.000326,               0.000326
                    114,                0.56716,                0.31558,                 1.0068,                0.76469,                0.79619,                0.81678,                0.54722,                 1.1602,                0.76989,                 1.6251,             0.00031775,             0.00031775,             0.00031775
                    115,                0.57578,                0.31007,                0.98682,                0.72069,                0.83057,                0.82929,                0.55316,                 1.1731,                0.73853,                 1.6509,              0.0003095,              0.0003095,              0.0003095
                    116,                0.56224,                0.30947,                 1.0105,                 0.7689,                0.89803,                0.87362,                0.57016,                 1.1428,                0.65211,                 1.6531,             0.00030125,             0.00030125,             0.00030125
                    117,                 0.5803,                0.32056,                 1.0196,                 0.7927,                0.88221,                0.86416,                0.56823,                 1.1509,                0.66302,                 1.6646,               0.000293,               0.000293,               0.000293
                    118,                0.53415,                0.30984,                 1.0029,                0.75446,                0.87596,                0.85125,                0.56823,                 1.1457,                0.68461,                 1.6478,             0.00028475,             0.00028475,             0.00028475
                    119,                0.55592,                0.29921,                0.98424,                0.77152,                0.84606,                0.84272,                0.56692,                 1.1428,                0.66861,                 1.6541,              0.0002765,              0.0002765,              0.0002765
                    120,                 0.5248,                0.29705,                0.97761,                0.79666,                0.88703,                0.86605,                0.57019,                 1.1339,                0.64843,                 1.6716,             0.00026825,             0.00026825,             0.00026825
                    121,                0.54499,                0.31156,                 1.0004,                0.80639,                0.88492,                0.87432,                 0.5803,                 1.1342,                0.63315,                 1.6663,                0.00026,                0.00026,                0.00026
                    122,                0.55251,                0.30054,                0.99786,                0.82716,                0.80732,                0.85617,                0.58053,                  1.159,                0.66638,                 1.6777,             0.00025175,             0.00025175,             0.00025175
                    123,                0.52105,                0.28378,                0.96001,                0.78027,                0.82955,                0.85446,                0.56798,                  1.162,                0.71066,                 1.6822,              0.0002435,              0.0002435,              0.0002435
                    124,                0.54643,                 0.3038,                0.98569,                 0.7856,                 0.8311,                0.87303,                0.56706,                 1.1431,                0.71444,                 1.6702,             0.00023525,             0.00023525,             0.00023525
                    125,                0.50276,                0.28609,                0.97141,                0.85589,                 0.8082,                0.89359,                0.57838,                  1.148,                0.68491,                  1.665,               0.000227,               0.000227,               0.000227
