epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,553.375,0.18006,0.29504,0.78713,0.96819,0.99362,0.995,0.81449,0.63578,0.59826,0.91904,0.000927685,0.000927685,0.000927685
52,561.987,0.17099,0.2816,0.78326,0.945,0.992,0.99469,0.77826,0.669,0.62227,0.93411,0.000924019,0.000924019,0.000924019
53,570.763,0.18372,0.28404,0.78568,0.94085,0.992,0.99469,0.83043,0.61354,0.58191,0.94931,0.000920352,0.000920352,0.000920352
54,579.44,0.16505,0.27493,0.78099,0.95665,0.992,0.99469,0.84022,0.60713,0.58946,0.97186,0.000916686,0.000916686,0.000916686
55,588.36,0.17829,0.27592,0.78304,0.92047,0.992,0.99469,0.82748,0.64079,0.62089,0.92553,0.00091302,0.00091302,0.00091302
56,596.982,0.16753,0.26803,0.77924,0.8986,0.992,0.99441,0.82371,0.59863,0.5973,0.91548,0.000909353,0.000909353,0.000909353
57,606.193,0.1675,0.27267,0.78061,0.89496,0.99644,0.995,0.81452,0.61086,0.60702,0.93971,0.000905687,0.000905687,0.000905687
58,614.706,0.16201,0.25673,0.7784,0.90324,0.992,0.99469,0.81302,0.63171,0.62939,0.97482,0.000902021,0.000902021,0.000902021
59,623.879,0.15626,0.25564,0.77733,0.91074,0.99557,0.995,0.80589,0.64437,0.63892,0.98658,0.000898355,0.000898355,0.000898355
60,632.473,0.15564,0.25445,0.77679,0.88844,0.99659,0.995,0.84439,0.60981,0.62712,0.99208,0.000894688,0.000894688,0.000894688
61,642.796,0.14831,0.24953,0.77585,0.89265,0.99574,0.995,0.81499,0.63254,0.6228,0.97651,0.000891022,0.000891022,0.000891022
62,651.803,0.13753,0.24131,0.77464,0.90416,0.99536,0.995,0.83209,0.60591,0.59753,0.92708,0.000887356,0.000887356,0.000887356
63,663.971,0.13157,0.23833,0.7735,0.89744,0.992,0.99469,0.81961,0.58618,0.5865,0.95181,0.000883689,0.000883689,0.000883689
64,673.947,0.12899,0.2314,0.77255,0.89099,0.992,0.99469,0.80488,0.6486,0.65398,0.98974,0.000880023,0.000880023,0.000880023
65,684.703,0.12757,0.22851,0.77192,0.91167,0.992,0.99469,0.80945,0.65288,0.63671,0.9565,0.000876357,0.000876357,0.000876357
66,698.212,0.13318,0.23396,0.77318,0.90258,0.992,0.99469,0.81599,0.63601,0.63556,0.92882,0.000872691,0.000872691,0.000872691
67,710.022,0.12333,0.2261,0.77095,0.90421,0.992,0.99469,0.82968,0.61762,0.62672,0.92397,0.000869024,0.000869024,0.000869024
68,727.04,0.12788,0.22358,0.77187,0.89812,0.992,0.99469,0.82486,0.66156,0.64497,0.96772,0.000865358,0.000865358,0.000865358
69,740.522,0.12695,0.22236,0.77058,0.89653,0.992,0.99441,0.8154,0.62842,0.65982,0.94839,0.000861692,0.000861692,0.000861692
70,753.137,0.12331,0.21645,0.76969,0.90513,0.992,0.99469,0.81396,0.69095,0.64386,0.97732,0.000858025,0.000858025,0.000858025
71,762.476,0.11967,0.21563,0.76907,0.8885,0.992,0.99469,0.84125,0.61319,0.61868,0.93198,0.000854359,0.000854359,0.000854359
72,771.665,0.13878,0.22574,0.77088,0.9055,0.992,0.99469,0.82613,0.70595,0.63174,0.98885,0.000850693,0.000850693,0.000850693
73,780.921,0.11845,0.20998,0.76907,0.88025,0.992,0.99469,0.844,0.62113,0.59437,0.96076,0.000847026,0.000847026,0.000847026
74,789.388,0.10962,0.20465,0.76784,0.9069,0.992,0.99469,0.8258,0.63032,0.61685,0.94122,0.00084336,0.00084336,0.00084336
75,797.585,0.11371,0.20198,0.76752,0.89318,0.992,0.99469,0.84198,0.61029,0.61761,0.9353,0.000839694,0.000839694,0.000839694
76,810.173,0.10915,0.20019,0.7676,0.89947,0.992,0.99469,0.81705,0.68091,0.64812,0.97819,0.000836027,0.000836027,0.000836027
