epoch	train_loss	train_acc	train_mae_loss	train_round_mae	val_loss	val_acc	val_mae_loss	val_round_mae
0	2.33479974960739	0.203125	1.7231462408195843	1.7002840909090908	0.7930429577827454	0.19718750000000002	1.0550270676612854	1.07125
1	0.5019839968193661	0.4055397727272727	0.7853355028412559	0.73828125	2.0762266516685486	0.146875	1.781930148601532	1.7671875
2	0.4437311345880682	0.453125	0.7147095555608923	0.6612215909090909	1.1989387273788452	0.2025	1.297726333141327	1.294375
3	0.3487992552532391	0.5145596590909091	0.6246512423862111	0.5735085227272727	0.4016941785812378	0.27718750000000003	0.7694110870361328	0.8096875
4	0.32470823113213887	0.5028409090909091	0.6153510944409804	0.5703125	0.614210456609726	0.30062500000000003	0.9112211167812347	0.8496874999999999
5	0.34345998107032344	0.5174005681818182	0.6267834735864942	0.5671164772727273	0.4125496745109558	0.32406250000000003	0.7784619927406311	0.74375
6	0.26873585649512033	0.6012073863636364	0.5297000293027271	0.46235795454545453	0.20887306332588196	0.5021875	0.5326928347349167	0.505625
7	0.22822870208289137	0.5880681818181818	0.5058488927104257	0.4538352272727273	0.07722882181406021	0.86625	0.3300815224647522	0.13375
8	0.36834303907711397	0.6079545454545454	0.5659146694974466	0.5056818181818182	0.06124322488903999	0.850625	0.26324455440044403	0.149375
9	0.241882349237461	0.5926846590909091	0.520435399629853	0.44957386363636365	0.16284900903701782	0.5178125	0.49133235216140747	0.4821875
10	0.3047998104964129	0.6246448863636364	0.522837355394255	0.4616477272727273	0.22898639738559723	0.6359375	0.4922327846288681	0.411875
11	0.22411525952206415	0.62109375	0.5001744763417677	0.4208096590909091	0.0907164067029953	0.739375	0.3383871912956238	0.260625
12	0.19242469322952357	0.6274857954545454	0.47176293385299767	0.39879261363636365	0.08382967114448547	0.80625	0.34961265325546265	0.19375
13	0.23422303651882845	0.6548295454545454	0.4783193089745261	0.3995028409090909	0.06774435192346573	0.7984375	0.2950243204832077	0.2015625
14	0.2010220270180567	0.6225142045454546	0.48426752842285414	0.4094460227272727	0.3296211063861847	0.311875	0.7213953733444214	0.728125
15	0.25954416002654895	0.6871448863636364	0.4596684676679698	0.375	0.1566295549273491	0.5021875	0.49008068442344666	0.4978125
16	0.2189101316140626	0.5994318181818182	0.5041831846941601	0.4343039772727273	0.14551592245697975	0.84875	0.3555835708975792	0.19125
17	0.15309235474772073	0.6985085227272727	0.41509731249375775	0.3203125	0.17667284607887268	0.6403125000000001	0.44843538105487823	0.403125
18	0.13918135030491446	0.6981534090909091	0.4016727115958929	0.31214488636363635	0.23363984376192093	0.37625	0.6032391786575317	0.6315625
19	0.1761270895896649	0.68359375	0.4189525581896305	0.3455255681818182	0.14865508675575256	0.8496874999999999	0.3333927243947983	0.19375
20	0.31223832696295256	0.7606534090909091	0.427686813541434	0.33238636363636365	0.08978594839572906	0.7071875000000001	0.3683535307645798	0.29281250000000003
21	0.24398622890426355	0.6985085227272727	0.43842049467970023	0.359375	0.10561564192175865	0.70375	0.3967246264219284	0.29625
22	0.11756187671033497	0.7240767045454546	0.36645047789947555	0.2883522727272727	0.1236671693623066	0.6837500000000001	0.42509303987026215	0.32406250000000003
23	0.15848167731680654	0.6363636363636364	0.44294694099913945	0.37464488636363635	0.1995190978050232	0.4934375	0.49410393834114075	0.5065625
24	0.11661046624860981	0.7208806818181818	0.37709845026785677	0.2823153409090909	0.17699122428894043	0.5421875	0.5106593817472458	0.4578125
25	0.08507536148483102	0.7663352272727273	0.3172977517612956	0.23473011363636365	0.07156759686768055	0.8071875	0.3021695762872696	0.1928125
26	0.12027933914214373	0.7425426136363636	0.35578485002571886	0.26988636363636365	0.22647035121917725	0.4709375	0.5585627853870392	0.5290625
27	0.12240374502090906	0.6871448863636364	0.39262152395465155	0.3203125	0.26109670102596283	0.443125	0.612902820110321	0.5725
28	0.1187721260145984	0.7489346590909091	0.3677101893858476	0.2606534090909091	0.068297628313303	0.8096875	0.3001088351011276	0.1903125
29	0.11924185696989298	0.7286931818181818	0.37546997449614783	0.27698863636363635	0.24415114521980286	0.45	0.5998970568180084	0.55
30	0.19604690744414588	0.7428977272727273	0.39428310553458606	0.2911931818181818	0.09693221002817154	0.8262499999999999	0.33649635314941406	0.18156250000000002
31	0.13632367955605415	0.75	0.37892744300717657	0.2734375	0.10972822457551956	0.6950000000000001	0.39555057883262634	0.3128125
32	0.13036577894606374	0.7567471590909091	0.38199094581333076	0.2634943181818182	0.07536374777555466	0.8096875	0.3196324557065964	0.1903125
33	0.12757728045636957	0.7681107954545454	0.3602196188135581	0.2610085227272727	0.07115140184760094	0.8696875	0.2765774428844452	0.138125
34	0.22958925408734518	0.7745028409090909	0.39521360634402797	0.2784090909090909	0.2121991068124771	0.6203125	0.47242598235607147	0.4153125
35	0.12461243248121305	0.7492897727272727	0.3668133254078301	0.26598011363636365	0.09338363632559776	0.6959375	0.36285415291786194	0.3040625
36	0.17124449906193398	0.7911931818181818	0.37929700196466665	0.24609375	0.04863911680877209	0.92875	0.24650819599628448	0.07125000000000001
37	0.12518408462743869	0.7720170454545454	0.3612311744893139	0.25248579545454547	0.047117047011852264	0.9209375	0.21670599281787872	0.07906250000000001
38	0.1244819532995197	0.7745028409090909	0.3580248857086355	0.24857954545454544	0.08166678994894028	0.7940625	0.31584806740283966	0.2059375
39	0.2215907549464398	0.7876420454545454	0.3843018830838529	0.2599431818181818	0.09692671149969101	0.7359375	0.31599870324134827	0.271875
40	0.08157018826089123	0.8053977272727273	0.31191838668151334	0.19460227272727273	0.08048543706536293	0.8540625	0.26244915276765823	0.15375
41	0.11906199241903695	0.7503551136363636	0.36315519498153165	0.26029829545454547	0.03308839723467827	0.96875	0.15819129347801208	0.03125
42	0.2853915875311941	0.7737926136363636	0.4065449366515333	0.3000710227272727	0.13200557231903076	0.6168750000000001	0.4477981925010681	0.383125
43	0.18920668394474144	0.8064630681818182	0.3509061807258563	0.2333096590909091	0.05039237439632416	0.88625	0.2435973510146141	0.11375
44	0.07523666207932612	0.8121448863636364	0.31417577408931474	0.18785511363636365	0.15015238523483276	0.4890625	0.49382340908050537	0.5109375
